ID,CVF,prosity,E,mu,Strength,figure
2301,0.92,44,4.34E+11,0.1124,2483541304,2301.png
2302,0.92,43,4.34E+11,0.11472,2393398813,2302.png
2303,0.92,46,4.34E+11,0.11527,2552172360,2303.png
2304,0.92,44,4.31E+11,0.11339,2434662023,2304.png
2305,0.92,43,4.29E+11,0.11433,2537079943,2305.png
2306,0.92,49,4.31E+11,0.11303,2381319190,2306.png
2307,0.92,38,4.33E+11,0.11276,2513628180,2307.png
2308,0.92,39,4.34E+11,0.11499,2436805382,2308.png
2309,0.92,46,4.29E+11,0.11198,2257544713,2309.png
2310,0.92,42,4.30E+11,0.11342,2268128872,2310.png
2311,0.92,41,4.32E+11,0.11432,2250191915,2311.png
2312,0.92,41,4.33E+11,0.11608,2467613771,2312.png
2313,0.92,58,4.21E+11,0.11525,2203482996,2313.png
2314,0.92,38,4.33E+11,0.11292,2527313068,2314.png
2315,0.92,36,4.36E+11,0.11563,2475950929,2315.png
2316,0.92,51,4.24E+11,0.11298,2316797383,2316.png
2317,0.92,41,4.36E+11,0.11442,2391744220,2317.png
2318,0.92,32,4.31E+11,0.11031,2415854467,2318.png
2319,0.92,50,4.28E+11,0.11434,2433782821,2319.png
2320,0.92,44,4.37E+11,0.11308,2466504104,2320.png
2321,0.92,29,4.36E+11,0.1123,2444461008,2321.png
2322,0.92,44,4.29E+11,0.11449,2470312744,2322.png
2323,0.92,49,4.30E+11,0.11458,2245524742,2323.png
2324,0.92,38,4.37E+11,0.11477,2355530166,2324.png
2325,0.92,32,4.38E+11,0.1153,2489431514,2325.png
2326,0.93,46,4.33E+11,0.1123,2319169191,2326.png
2327,0.93,41,4.37E+11,0.11362,2432660114,2327.png
2328,0.93,49,4.36E+11,0.11228,2435233115,2328.png
2329,0.93,25,4.42E+11,0.11302,2538150993,2329.png
2330,0.93,29,4.40E+11,0.112,2578969941,2330.png
2331,0.93,32,4.39E+11,0.11135,2498064878,2331.png
2332,0.93,34,4.35E+11,0.11283,2500587052,2332.png
2333,0.93,32,4.40E+11,0.11078,2483326559,2333.png
2334,0.93,33,4.55E+11,0.11517,2823298592,2334.png
2335,0.93,44,4.39E+11,0.11093,2698399250,2335.png
2336,0.93,34,4.38E+11,0.11103,2580169570,2336.png
2337,0.93,38,4.38E+11,0.11118,2467453769,2337.png
2338,0.93,35,4.38E+11,0.11156,2505334164,2338.png
2339,0.93,35,4.44E+11,0.11072,2491092167,2339.png
2340,0.93,50,4.32E+11,0.11236,2416921939,2340.png
2341,0.93,49,4.35E+11,0.11562,2472449555,2341.png
2342,0.93,32,4.50E+11,0.11221,2695374966,2342.png
2343,0.93,40,4.41E+11,0.11173,2563972878,2343.png
2344,0.93,30,4.41E+11,0.11236,2558628864,2344.png
2345,0.93,33,4.42E+11,0.11339,2564505467,2345.png
2346,0.93,41,4.35E+11,0.10717,2332446355,2346.png
2347,0.93,37,4.41E+11,0.11219,2432822142,2347.png
2348,0.93,34,4.39E+11,0.11182,2550658779,2348.png
2349,0.93,58,4.29E+11,0.11134,2352802842,2349.png
2350,0.93,34,4.38E+11,0.11179,2556187735,2350.png
2351,0.94,45,4.41E+11,0.10853,2578837510,2351.png
2352,0.94,30,4.50E+11,0.11006,2303537802,2352.png
2353,0.94,40,4.41E+11,0.10961,2682071968,2353.png
2354,0.94,45,4.39E+11,0.10874,2429309949,2354.png
2355,0.94,46,4.43E+11,0.10855,2447733265,2355.png
2356,0.94,42,4.47E+11,0.10999,2641150309,2356.png
2357,0.94,46,4.40E+11,0.10846,2506008125,2357.png
2358,0.94,38,4.43E+11,0.11066,2462425672,2358.png
2359,0.94,39,4.57E+11,0.11053,2547409648,2359.png
2360,0.94,38,4.41E+11,0.11004,2517176300,2360.png
2361,0.94,30,4.43E+11,0.10898,2509836340,2361.png
2362,0.94,33,4.49E+11,0.11234,2600819984,2362.png
2363,0.94,40,4.50E+11,0.10748,2556250106,2363.png
2364,0.94,42,4.45E+11,0.11777,2713708090,2364.png
2365,0.94,31,4.51E+11,0.11073,2687598063,2365.png
2366,0.94,35,4.48E+11,0.11037,2602566476,2366.png
2367,0.94,37,4.40E+11,0.11054,2489104962,2367.png
2368,0.94,40,4.37E+11,0.1107,2400454374,2368.png
2369,0.94,41,4.45E+11,0.10997,2453492808,2369.png
2370,0.94,42,4.39E+11,0.10891,2440960223,2370.png
2371,0.94,52,4.42E+11,0.10974,2406927197,2371.png
2372,0.94,35,4.48E+11,0.11042,2415138728,2372.png
2373,0.94,38,4.41E+11,0.11209,2278323361,2373.png
2374,0.94,41,4.46E+11,0.10985,2543241499,2374.png
2375,0.94,29,4.44E+11,0.11624,2438843239,2375.png
2376,0.95,35,4.47E+11,0.10853,2423302072,2376.png
2377,0.95,33,4.53E+11,0.10821,2610054951,2377.png
2378,0.95,42,4.70E+11,0.11179,2686836277,2378.png
2379,0.95,36,4.47E+11,0.10832,2528259065,2379.png
2380,0.95,35,4.48E+11,0.10652,2571445562,2380.png
2381,0.95,39,4.49E+11,0.10911,2470455462,2381.png
2382,0.95,33,4.49E+11,0.10897,2539107758,2382.png
2383,0.95,38,4.48E+11,0.10882,2533856405,2383.png
2384,0.95,42,4.47E+11,0.11068,2541063713,2384.png
2385,0.95,45,4.55E+11,0.10755,2604060219,2385.png
2386,0.95,36,4.50E+11,0.10808,2381586343,2386.png
2387,0.95,32,4.51E+11,0.10655,2476559748,2387.png
2388,0.95,38,4.50E+11,0.10914,2574211280,2388.png
2389,0.95,38,4.48E+11,0.1076,2626212107,2389.png
2390,0.95,34,4.50E+11,0.10842,2472625565,2390.png
2391,0.95,39,4.47E+11,0.10833,2630031231,2391.png
2392,0.95,36,4.49E+11,0.10779,2506414758,2392.png
2393,0.95,45,4.44E+11,0.11068,2514576608,2393.png
2394,0.95,35,4.52E+11,0.10834,2665300178,2394.png
2395,0.95,33,4.52E+11,0.10858,2585258967,2395.png
2396,0.95,35,4.49E+11,0.10818,2384707389,2396.png
2397,0.95,31,4.54E+11,0.1081,2686388404,2397.png
2398,0.95,38,4.46E+11,0.10991,2464025867,2398.png
2399,0.95,46,4.43E+11,0.10956,2566817336,2399.png
2400,0.95,36,4.48E+11,0.10841,2514073793,2400.png
2401,0.96,27,4.57E+11,0.10672,2650513930,2401.png
2402,0.96,35,4.56E+11,0.10685,2569763728,2402.png
2403,0.96,44,4.54E+11,0.10684,2526114675,2403.png
2404,0.96,40,4.52E+11,0.10615,2364902691,2404.png
2405,0.96,36,4.54E+11,0.11246,2742040507,2405.png
2406,0.96,31,4.58E+11,0.10782,2631553962,2406.png
2407,0.96,49,4.50E+11,0.10568,2331961126,2407.png
2408,0.96,45,4.50E+11,0.1073,2594032867,2408.png
2409,0.96,40,4.56E+11,0.1065,2404054472,2409.png
2410,0.96,33,4.62E+11,0.10812,2623455969,2410.png
2411,0.96,47,4.52E+11,0.10582,2637878140,2411.png
2412,0.96,42,4.51E+11,0.10576,2577599918,2412.png
2413,0.96,45,4.53E+11,0.10782,2358805260,2413.png
2414,0.96,36,4.55E+11,0.10649,2715524586,2414.png
2415,0.96,25,4.62E+11,0.10857,2703828238,2415.png
2416,0.96,44,4.47E+11,0.10684,2646715017,2416.png
2417,0.96,32,4.56E+11,0.1066,2525193401,2417.png
2418,0.96,39,4.56E+11,0.10803,2682572379,2418.png
2419,0.96,38,4.51E+11,0.10771,2388896258,2419.png
2420,0.96,38,4.50E+11,0.10564,2459625830,2420.png
2421,0.96,36,4.52E+11,0.11164,2658678312,2421.png
2422,0.96,38,4.51E+11,0.10739,2578232152,2422.png
2423,0.96,31,4.54E+11,0.10701,2639293629,2423.png
2424,0.96,40,4.50E+11,0.10748,2669720455,2424.png
2425,0.96,37,4.53E+11,0.10736,2563248900,2425.png
2426,0.97,38,4.62E+11,0.10685,2658060153,2426.png
2427,0.97,43,4.56E+11,0.10612,2692380149,2427.png
2428,0.97,36,4.58E+11,0.10702,2374117092,2428.png
2429,0.97,28,4.60E+11,0.10622,2526850380,2429.png
2430,0.97,48,4.56E+11,0.10944,2583112383,2430.png
2431,0.97,52,4.51E+11,0.10486,2358831620,2431.png
2432,0.97,53,4.50E+11,0.10458,2492765794,2432.png
2433,0.97,29,4.65E+11,0.10487,2577311289,2433.png
2434,0.97,51,4.55E+11,0.10482,2614385726,2434.png
2435,0.97,48,4.56E+11,0.10246,2700029486,2435.png
2436,0.97,38,4.61E+11,0.10581,2715563869,2436.png
2437,0.97,33,4.64E+11,0.10532,2628905617,2437.png
2438,0.97,33,4.59E+11,0.10414,2490203390,2438.png
2439,0.97,52,4.51E+11,0.10493,2335775696,2439.png
2440,0.97,36,4.58E+11,0.10448,2728709740,2440.png
2441,0.97,52,4.54E+11,0.10501,2374839644,2441.png
2442,0.97,33,4.61E+11,0.10505,2813716694,2442.png
2443,0.97,43,4.59E+11,0.10514,2615239122,2443.png
2444,0.97,34,4.63E+11,0.10745,2786047491,2444.png
2445,0.97,27,4.67E+11,0.10551,2731688983,2445.png
2446,0.97,44,4.57E+11,0.10476,2622744915,2446.png
2447,0.97,27,4.65E+11,0.10482,2830896352,2447.png
2448,0.97,51,4.52E+11,0.10707,2553880932,2448.png
2449,0.97,37,4.65E+11,0.10542,2583881645,2449.png
2450,0.97,40,4.56E+11,0.10435,2437282604,2450.png
2451,0.98,29,4.65E+11,0.10293,2847390013,2451.png
2452,0.98,43,4.69E+11,0.10394,2495003093,2452.png
2453,0.98,54,4.57E+11,0.10358,2392648535,2453.png
2454,0.98,34,4.63E+11,0.10358,2407260550,2454.png
2455,0.98,34,4.64E+11,0.10352,2782696567,2455.png
2456,0.98,47,4.60E+11,0.10282,2829507138,2456.png
2457,0.98,46,4.64E+11,0.10311,2746608403,2457.png
2458,0.98,39,4.63E+11,0.10517,2715256571,2458.png
2459,0.98,35,4.72E+11,0.11061,2928495248,2459.png
2460,0.98,30,4.66E+11,0.10358,2751307062,2460.png
2461,0.98,32,4.66E+11,0.10329,2743143155,2461.png
2462,0.98,50,4.66E+11,0.10381,2740490617,2462.png
2463,0.98,28,4.67E+11,0.1034,2729156528,2463.png
2464,0.98,31,4.69E+11,0.10316,2721415947,2464.png
2465,0.98,28,4.68E+11,0.10414,2780073712,2465.png
2466,0.98,35,4.67E+11,0.105,2593592624,2466.png
2467,0.98,40,4.66E+11,0.10377,2830607693,2467.png
2468,0.98,30,4.66E+11,0.1028,2528662753,2468.png
2469,0.98,36,4.63E+11,0.10297,2674261167,2469.png
2470,0.98,41,4.63E+11,0.10377,2723161709,2470.png
2471,0.98,34,4.66E+11,0.10407,2623237355,2471.png
2472,0.98,38,4.66E+11,0.10377,2813292928,2472.png
2473,0.98,29,4.70E+11,0.10339,2829968999,2473.png
2474,0.98,43,4.61E+11,0.10365,2598140349,2474.png
2475,0.98,40,4.67E+11,0.10305,2693475678,2475.png
2476,0.99,38,4.72E+11,0.10164,2798206794,2476.png
2477,0.99,41,4.68E+11,0.10183,2734717874,2477.png
2478,0.99,40,4.65E+11,0.10141,2728001426,2478.png
2479,0.99,44,4.66E+11,0.10515,2589478841,2479.png
2480,0.99,37,4.67E+11,0.10218,2792461296,2480.png
2481,0.99,44,4.69E+11,0.10231,2486683248,2481.png
2482,0.99,42,4.71E+11,0.1024,2894504674,2482.png
2483,0.99,31,4.72E+11,0.10403,2786728201,2483.png
2484,0.99,36,4.71E+11,0.10207,2519864642,2484.png
2485,0.99,39,4.70E+11,0.10149,2712415387,2485.png
2486,0.99,40,4.72E+11,0.10242,2720247758,2486.png
2487,0.99,38,4.68E+11,0.099032,2786553939,2487.png
2488,0.99,37,4.69E+11,0.10199,2756716792,2488.png
2489,0.99,42,4.67E+11,0.10131,2808391462,2489.png
2490,0.99,39,4.66E+11,0.10175,2765445823,2490.png
2491,0.99,47,4.71E+11,0.10216,2853128612,2491.png
2492,0.99,43,4.64E+11,0.10155,2757768561,2492.png
2493,0.99,41,4.74E+11,0.10192,2801960608,2493.png
2494,0.99,39,4.77E+11,0.10197,2750353507,2494.png
2495,0.99,45,4.69E+11,0.10222,2495131723,2495.png
2496,0.99,42,4.64E+11,0.10159,2672205655,2496.png
2497,0.99,35,4.71E+11,0.10107,2935086723,2497.png
2498,0.99,34,4.77E+11,0.1025,2901912435,2498.png
2499,0.99,29,4.72E+11,0.10121,2771626095,2499.png
2500,0.99,29,4.73E+11,0.10217,2813489682,2500.png
2501,1,49,4.66E+11,0.1001,2505489984,2501.png
2502,1,41,4.75E+11,0.10069,2872072289,2502.png
2503,1,40,4.73E+11,0.10004,2723449880,2503.png
2504,1,33,4.82E+11,0.10118,2934969680,2504.png
2505,1,29,4.74E+11,0.10028,2509426281,2505.png
2506,1,33,4.77E+11,0.10045,2818523065,2506.png
2507,1,32,4.76E+11,0.099987,2866386683,2507.png
2508,1,28,4.87E+11,0.10217,2844312983,2508.png
2509,1,42,4.76E+11,0.099937,2590941709,2509.png
2510,1,32,4.79E+11,0.10036,2817948545,2510.png
2511,1,45,4.69E+11,0.09997,2794449941,2511.png
2512,1,35,4.76E+11,0.099861,2704113707,2512.png
2513,1,28,4.77E+11,0.10021,2967605407,2513.png
2514,1,30,4.82E+11,0.10005,2924873294,2514.png
2515,1,37,4.74E+11,0.10022,2753487695,2515.png
2516,1,39,4.76E+11,0.099823,2443268222,2516.png
2517,1,37,4.74E+11,0.099886,2576983445,2517.png
2518,1,39,4.78E+11,0.10053,2827620287,2518.png
2519,1,55,4.70E+11,0.10077,2878454563,2519.png
2520,1,34,4.76E+11,0.10032,2833854078,2520.png
2521,1,47,4.71E+11,0.099249,2692021159,2521.png
2522,1,42,4.72E+11,0.10014,2678530737,2522.png
2523,1,40,4.71E+11,0.10006,2802570449,2523.png
2524,1,31,4.79E+11,0.10072,2811119972,2524.png
2525,1,42,4.77E+11,0.10048,2743469988,2525.png
